NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NumberOfOfficers,OfficerRace,OfficerGender
1,U,Y,W,M,40,1,W,M
1,F,Y,W,M,39,4,W;W;H;B;W;W;B,M;M;M;M
1,N,Y,B,M,U,1,B,M
1,N,Y,B,M,U,1,B,M
1,N,Y,B,M,43,3,B;B;B,M
1,N,N,B,U,U,1,B,M
1,N,N,B,U,U,1,B,M
1,N,Y,B,M,19,1,B,M
1,N,N,B,M,32,2,B,M
1,F,N,B,M,35,4,W;W;W;W,M
1,F,N,B,M,20,1,W,M
1,F,N,B,M,19,2,W;W,M
1,F,Y ,W,M,33,1,W,M
1,N,Y ,B,M,33,1,B,M
1,F,Y,B,M,U,2,W,M
1,F,N,W,M,47,1,W,M
1,F,Y,W,M,67,1,W,M
1,F,Y,B,M,24,2,W;W,M
1,F,Y,B,M,41,2,W,M;M
1,N,Y,B,M,18,1,B,M
1,F,Y,B,M,32,10,U,M;M;M;M;M;M;M;M;M;M;
1,N,Y,B,M,21,2,B;U,F;M;M
1,F,N,B,M,32,2,W;W,M;M
1,N,Y,B,M,34,1,B,M
1,N,N,B,U,U,1,B,M
1,N,N,B,U,U,1,B,M
1,N,N,B,M,24,1,U,M
1,F,N,B,M,42,2,B;B,M;F
1,N,N,B,M,23,1,B,F
1,N,N,B,M,24,2,B;B,M
1,N,N,B,M,25,1,U,M
1,F,N,B,M,28,2,W;W,M
1,N,Y,B,M,U,1,B,M
1,N,Y ,B,M,29,1,B,M
1,F,Y,B,M,34,5,B;W;W;W;W,M;M;M;M;M
1,F,N,B,M,U,2,B,M
1,U,Y,B,M,U,1,W,M
1,N,Y,B,M,21-23,1,B,M
1,F,Y,B,M,36,7,Unknown,M
1,N,Y,B,M,U,1,W,M
1,F,Y,B,M,15,1,B,M
1,U,Y,B,F,U,2,W;B,M
1,N,Y,U,M,U,1,U,M
1,F,Y,U,M,U,4,U,M;M;M;M
1,F,N,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,F,Y,U,M,U,2,U,M;M
1,F,Y,U,M,U,2,U,M;M
1,N,N,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,F,N,U,M,U,1,U,F
1,N,N,U,M,U,1,U,M
1,F,Y,U,M,U,1,U,M
1,F,Y,U,M,U,1,U,F
1,F,Y,U,M,U,1,U,M
1,N,N,U,M,U,1,U,M
1,N,N,U,M,U,1,U,M
1,N,Y,U,M,U,3,U,M;M;M
1,N,Y,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,N,N,U,F,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,N,Y,U,M,U,3,U,M;M;M
1,N,Y,U,M,U,1,U,M
1,F,Y,U,M,U,3,U,M;M;M
1,F,N,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,F,N,U,M,U,1,U,M
1,N,Y,U,M,U,2,U,M;M
1,N,Y,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,N,N,U,M,U,2,U,F;F
1,N,Y,U,M,U,1,U,M
1,F,Y,U,F,U,4,U,M;F;M;M
1,F,N,U,M,U,1,U,F
1,F,Y,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,F,Y,U,F,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,F,Y,U,M,U,4,U,M;M;M;M
1,N,Y,U,M,U,6,U,M;M;M;M;M;M
1,N,Y,U,M,U,1,U,M
1,F,N,U,M,U,1,U,M
1,N,N,U,M,U,1,U,M
1,F,Y,U,U,U,3,U,M;M
1,F,Y,U,U,U,3,U,M;M
1,N,N,U,M,U,1,U,M
1,N,N,U,M,U,2,U,M;M
1,F,Y,U,M,U,1,U,M
1,N,Y,U,M,U,2,U,M;M
1,N,Y,U,M,U,1,U,M
1,F,Y,U,M,U,2,U,M;M
1,N,Y,U,M,U,1,U,M
1,F,N,U,M,U,1,U,M
1,F,Y,U,M,U,1,U,M
1,N,Y,U,M,U,2,U,M;M
1,N,Y,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,F,Y,U,M,U,3,U,M;M;M;M
1,N,N,U,M,U,1,U,M
1,F,N,U,M,U,1,U,M
1,F,N,U,M,U,6,U,M;M;F;M;M;M
1,N,Y,U,M,U,2,U,M;M
1,N,Y,U,M,U,1,U,M
1,N,N,U,M,U,1,U,F
1,N,Y,U,M,U,1,U,M
1,N,Y,U,M,U,1,U,M
1,F,N,U,M,U,2,U,M
1,F,Y,U,M,U,1,U,M
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,U,U,U,U,U,NA,,U
1,F,N,B,M,18,1,,M
1,N,N,U,U,U,1,,M
1,N,N,U,U,U,1,,M
1,F,N,U,M,U,1,,M
1,F,Y,B,M,24,1,,M
1,N,Y,U,U,U,2,,M;M
1,F,N,U,U,U,2,,M;M
1,F,N,U,M,49,1,,M
1,F,N,U,M,51,4,,M;M;M;M
1,N,N,U,U,U,2,,M;M
1,N,N,U,U,U,2,,M;M
1,F,N,B,M,28,2,,M;F
1,F,Y,B,F,32,2,,M;M
1,F,Y,B,M,26,1,,M
1,N,N,U,M,36,1,,M
1,F,Y,L,M,27,1,,M
1,F,Y,U,F,21,4,,M;M;M;M
1,F,N,U,M,42,4,,M;M;M;M
1,F,N,U,U,U,2,,M;M
1,F,N,U,U,U,2,,M;M
1,F,Y,B,M,38,2,,F;F
1,F,N,L,M,U,2,,M;F
1,N,Y,U,M,27,2,,M;M
1,F,N,U,U,U,23,,M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
1,F,N,U,U,U,23,,M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
1,N,Y,U,M,21,4,,M;M;M;F
1,N,N,B,M,23,1,,M
1,F,N,U,M,20,1,,M
1,N,Y,U,M,25,1,,M
1,N,N,U,M,31,1,,M
1,N,N,L,M,44,1,,M
1,N,N,B,M,17,1,,M
1,F,Y,B,M,23,1,,M
1,N,N,U,M,U,1,,F
1,N,N,U,M,23,1,,M
1,N,Y,B,M,24,1,,M
1,F,N,L,M,43,1,,M
1,N,Y,B,M,19,2,,M;M
1,N,N,U,M,23,1,,M
1,N,N,U,M,30,6,,M;M;M;M;M;M
1,F,Y,U,M,41,1,U,M
1,F,N,U,M,24,2,,M;M
1,N,Y,U,M,31,1,,M
1,N,N,B,M,27,5,,M;M;M;M;M
1,F,N,U,M,46,1,,M
1,N,N,U,M,16,1,,M
1,F,N,U,M,38,2,,F;F
1,F,N,U,M,48,1,,M
1,N,N,U,M,44,1,,F
1,F,N,U,M,52,1,,M
1,F,N,W,U,U,11,,M;M;M;M;M;M;M;M;M;M;M
1,F,N,W,U,U,11,,M;M;M;M;M;M;M;M;M;M;M
1,F,N,W,U,U,11,,M;M;M;M;M;M;M;M;M;M;M
1,F,N,B,U,U,11,,M;M;M;M;M;M;M;M;M;M;M
1,N,N,U,M,48,1,,M
1,F,N,U,M,36,1,,M
1,F,N,U,M,55,1,,M
1,N,N,U,M,17,1,,M
1,F,Y,U,M,56,4,,M;M;M;M
1,F,N,U,M,40,1,,M
1,N,N,B,U,U,6,,M;M;M;M;M;M
1,N,N,B,U,U,6,,M;M;M;M;M;M
1,N,N,B,M,34,1,,M
1,N,N,W,M,30,1,W,F
1,N,N,U,M,41,1,,M
1,F,N,U,M,U,1,,M
1,F,N,U,M,34,5,,M;M;M;M;M
1,N,N,U,M,56,1,,F
1,F,N,B,M,U,1,,M
1,N,N,U,U,U,1,,M
1,N,N,U,U,U,1,,M
1,N,N,U,U,U,1,,M
1,N,Y,U,M,16,1,,M
1,N,Y,W,U,U,1,,M
1,F,N,W,U,U,1,,M
1,F,Y,U,M,52,3,,M;M;M
1,F,Y,U,U,U,2,,M;M
1,N,N,U,U,U,2,,M;M
1,F,Y,W,M,47,2,,M;F
1,F,N,U,M,25,1,,M
1,N,N,W,M,U,1,W,M
1,N,Y,B,M,U,1,L,M
1,N,N,W,F,U,1,W,M
1,N,N,W,M,U,1,W,M
1,N,N,B,M,U,1,W,M
1,N,N,B,M,U,1,B,F
1,F,Y,B,M,U,1,W,M
1,N,Y,W,M,U,1,W,M
1,N,Y,B,M,U,1,W,U
1,N,Y,B,M,U,1,B,M
1,F,Y,B,M,U,3,L;W;W,U;U;U
1,N,Y,W,M,U,4,W;L;L;A,U;U;U;U
1,N,Y,B,U,U,4,W;W;W;W,M;M;M;M
1,N,N,B,U,U,4,W;W;W;W,M;M;M;M
1,N,Y,B,M,U,1,W,M
1,F,N,B,M,U,1,W,M
1,N,N,L,F,U,1,L,M
1,N,N,B,M,U,1,B,M
1,N,N,B,M,U,1,B,M
1,N,N,W,M,U,1,W,M
1,F,Y,B,M,U,1,W,M
1,N,Y,B,M,U,1,W,M
1,N,N,B,M,U,1,W,M
1,F,Y,W,M,U,2,L;W,M;U
1,N,Y,B,M,U,1,W,M
1,N,Y,B,M,U,1,B,M
1,F,N,B,M,U,1,W,M
1,N,Y,B,M,U,1,L,M
1,F,N,W,M,U,1,W,M
1,F,N,B,M,U,2,W;W,F;M
1,N,Y,B,M,U,1,B,M
1,F,N,B,M,U,1,W,M
1,N,Y,B,M,U,1,L,M
1,F,Y,B,M,U,2,B;W,U;U
1,F,Y,B,M,U,1,B,M
1,N,Y,B,M,U,1,W,M
1,N,Y,B,M,U,1,W,M
1,N,N,B,M,U,1,W,M
1,N,Y,B,M,U,2,W;W,M;U
1,N,Y,B,M,U,1,W,M
1,N,N,L,M,U,1,L,M
1,N,N,L,M,U,1,W,M
1,N,Y,B,M,U,1,L,M
1,F,N,W,M,U,2,W;W,M;M
1,F,N,W,M,U,1,W,M
1,N,Y,B,M,U,2,W;W,M;M
1,F,N,B,M,U,2,B;W,M;M
1,N,N,B,M,U,1,W,M
1,N,N,B,M,U,1,W,M
1,N,Y,L,M,31,1,U,U
1,F,N,B,M,40,1,U,U
1,N,N,B,M,27,1,U,U
1,N,N,B,U,U,1,U,U
1,N,N,B,U,U,1,U,U
1,N,Y,B,M,19,1,U,U
1,N,Y,B,M,18,1,U,U
1,N,Y,W,M,53,1,U,U
1,F,Y,W,F,52,2,U,U
1,N,Y,W,M,26,2,U,U
1,F,Y,W,M,29,10,U,U
1,N,Y,B,M,23,1,U,U
1,N,Y,B,M,41,3,U,U
1,N,Y,W,M,64,1,U,U
1,N,Y,B,M,26,1,U,U
1,N,N,L,M,25,1,U,U
1,N,N,B,M,36,2,U,U
1,N,Y,W,M,43,2,U,U
1,F,Y,B,M,16,4,U,U
1,F,Y,B,M,38,3,U,U
1,F,N,W,M,37,2,U,U
1,N,N,W,M,30,1,U,U
1,N,Y,B,M,33,1,U,U
1,N,Y,B,M,18,1,U,U
1,N,N,B,F,23,1,U,U
1,F,Y,B,M,51,5,U,U
1,N,N,B,U,U,1,U,U
1,N,N,B,U,U,1,U,U
1,N,N,B,U,U,1,U,U
1,N,Y,B,M,20,1,U,U
1,N,N,B,U,U,3,U,U
1,N,N,B,U,U,3,U,U
1,N,Y,L,M,25,1,U,U
1,N,N,W,M,52,1,U,U
1,F,Y,W,M,53,1,U,U
1,F,Y,L,M,39,1,U,U
1,N,Y,B,M,42,1,U,U
1,F,N,W,M,33,1,U,U
1,F,Y,W,M,27,1,U,U
1,N,Y,U,U,U,1,U,U
1,N,Y,U,U,U,5,U;U;U;U;U,U;U;U;U;U
1,N,N,U,U,U,1,U,U
1,N,N,U,U,U,1,U,M
1,N,U,U,U,U,3,U;U;U,M;M;M
1,N,U,U,U,U,1,U,M
1,N,U,U,U,U,U,U,U
1,N,Y,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,U,B,M,23,1,U,M
1,N,U,U,U,U,1,U,U
1,N,Y,U,U,U,1,U,U
1,N,U,U,U,U,1,U,M
1,N,U,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,Y,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,U,U,U,U,1,U,U
1,N,Y,U,U,U,1,U,U
1,N,Y,U,U,U,1,U,U
1,N,Y,U,U,U,1,U,M
1,N,N,B,M,40,1,U,M
1,F,Y,W,M,25,1,U,M
1,F,Y,B,U,U,3,U;U;U,M;M;M
1,N,N,B,U,U,3,U;U;U,M;M;M
1,N,N,B,M,20,1,U,M
1,F,N,B,M,20,1,U,M
1,F,Y,B,U,U,7,U;U;U;U;U;U;U,M;M;M;M;M;M;M
1,N,N,B,U,U,7,U;U;U;U;U;U;U,M;M;M;M;M;M;M
1,N,N,B,U,U,7,U;U;U;U;U;U;U,M;M;M;M;M;M;M
1,U,U,U,U,U,1,U,M
1,N,Y,U,U,U,1,U,M
1,N,Y,B,M,26,1,U,F
1,F,Y,B,M,37,1,U,M
1,N,Y,B,M,32,1,U,M
1,N,U,U,M,U,1,B,M
1,N,N,B,M,41,1,U,M
1,F,N,B,M,31,1,U,M
1,F,N,B,M,21,2,U;U,M;M
1,F,Y,W,M,45,1,U,M
1,F,Y,B,M,17,3,U;U;U,M;M;M
1,N,Y,B,M,33,1,U,M
1,N,U,B,M,17,1,U,M
1,F,N,W,M,60,1,U,M
1,U,U,U,M,U,1,B,M
1,U,U,W,U,U,1,B,M
1,U,U,W,U,U,1,B,M
1,N,N,U,U,U,1,U,M
1,N,U,B,U,U,1,U,M
1,F,U,B,U,U,1,U,M
1,N,U,B,U,U,1,U,M
1,F,Y,B,M,34,1,U,M
1,N,Y,B,M,35,2,U;U,M;M
1,N,U,W,U,U,1,B,M
1,N,U,W,U,U,1,B,M
1,N,U,W,U,U,1,B,M
1,F,Y,B,M,33,1,U,M
1,N,Y,B,M,17,1,U,M
1,N,Y,B,M,20,1,U,U
1,N,Y,B,M,22,2,U,U
1,N,N,W,M,61,1,U,U
1,N,N,B,M,49,1,U,U
1,N,Y,B,M,20,1,U,U
1,N,N,L,M,33,1,U,U
1,N,Y,B,M,26,1,U,U
1,N,Y,W,F,47,1,U,U
1,N,N,B,M,31,1,U,U
1,N,Y,B,M,17,1,U,U
1,N,N,B,M,19,1,U,U
1,N,N,A,M,19,1,U,U
1,N,Y,B,M,58,1,U,U
1,N,Y,L,M,21,2,U,U
1,N,U,B,M,U,1,U,U
1,N,Y,B,M,22,1,U,U
1,N,Y,B,M,22,3,U,U
1,N,Y,B,M,26,1,U,U
1,N,Y,L,M,35,4,U,U
1,N,N,W,M,69,1,U,U
1,N,Y,B,M,17,2,U,U
1,N,Y,B,M,20,1,U,U
1,N,N,B,M,35,1,U,U
1,N,N,B,M,35,1,U,U
1,N,Y,L,M,26,1,U,U
1,N,N,W,M,24,1,U,U
1,N,Y,B,M,23,1,U,U
1,U,Y,W,M,61,3,U,U
1,N,Y,B,M,20,1,U,U
1,N,N,B,M,20,3,U,U
1,U,Y,B,M,U,1,U,U
1,N,N,B,M,23,1,U,U
1,N,Y,B,M,19,1,U,U
1,N,Y,B,M,26,1,U,U
1,N,N,B,M,53,1,U,U
1,N,Y,B,M,21,1,U,U
1,N,Y,B,M,42,1,U,U
1,N,U,L,M,21,1,U,U
1,N,Y,B,M,25,1,U,U
1,N,Y,L,M,19,1,U,U
1,N,Y,B,M,35,8,U,U
1,N,N,L,M,32,1,U,U
1,N,N,B,M,30,8,U,U
1,N,N,W,M,41,2,U,U
1,N,Y,L,M,32,1,U,U
1,N,Y,B,M,18,1,U,U
1,N,Y,B,M,26,2,U,U
1,N,N,L,M,27,1,U,U
1,N,N,B,M,22,1,U,U
1,N,Y,B,U,U,1,U,U
1, N,Y,L,U,U,1,U,U
1,N,Y,B,U,U,2,U,U
1,N,Y,B,U,U,2,U,U
1,N,Y,B,U,U,2,U,U
1,N,Y,L,U,U,1,U,U
1,N,Y,L,U,U,1,U,U
1,N,Y,B,M,25,1,U,U
1,N,N,B,M,46,1,U,U
1,N,Y,L,M,25,2,U,U
1,N,N,B,M,35,1,U,U
1,N,N,B,F,43,2,U,U
1,N,Y,B,M,23,1,U,U
1,U,Y,B,M,U,1,U,U
1,N,Y,B,M,34,5,U,U
1,N,N,L,M,49,1,U,U
1,N,Y,B,M,30,1,U,U
1,N,Y,B,M,29,2,U,U
1,N,Y,B,M,19,2,U,U
1,N,N,L,M,23,2,U,U
1,U,Y,L,M,U,1,U,U
1,N,Y,B,M,34,1,U,U
1,N,Y,B,M,17,1,U,U
1,N,Y,L,M,21,1,U,U
1,U,Y,B,M,U,1,U,U
1,N,Y,B,M,55,1,U,U
1,N,Y,B,M,20,2,U,U
1,U,Y,B,M,U,1,U,U
1,U,Y,B,M,U,1,U,U
1,U,Y,B,M,U,1,U,U
1,N,Y,B,M,29,2,U,U
1,U,Y,W,M,U,1,U,U
1,N,Y,B,M,36,1,U,U
1,N,Y,B,M,30,3,U,U
1,U,N,B,M,U,1,U,U
1,N,Y,B,M,20,1,U,U
1,N,N,L,M,31,1,U,U
1,N,N,B,M,40,1,U,U
1,N,Y,B,M,18,1,U,U
1,N,Y,B,M,28,2,U,U
1,N,Y,B,M,16,2,U,U
1,N,Y,B,M,31,1,U,U
1,N,N,B,M,26,1,U,U
1,N,Y,B,M,33,1,U,U
1,N,Y,B,M,20,2,U,U
1,N,N,B,M,U,1,U,U
1,N,N,W,M,24,1,U,U
1,N,Y,B,M,28,1,U,U
1,N,N,L,M,32,1,U,U
1,N,N,L,M,40,1,U,U
1,N,N,B,M,28,1,U,U
1,N,N,U,M,U,2,U,U
1,N,Y,B,M,27,2,U,U
1,N,Y,B,M,17,1,U,U
1,N,N,L,M,32,1,U,U
1,N,N,B,M,49,1,U,U
1,N,N,B,M,35,2,U,U
1,N,Y,B,M,U,1,U,U
1,N,N,B,M,19,1,U,U
1,N,N,U,U,U,1,U,U
1,N,Y,B,M,25,1,U,U
1,N,Y,B,M,20,1,U,U
1,N,Y,B,M,25,1,U,U
1,N,Y,B,M,23,1,U,U
1,N,N,W,M,27,1,U,U
1,N,N,B,M,15,1,U,U
1,N,Y,B,M,19,3,U,U
1,N,Y,L,M,31,2,U,U
1,N,Y,B,M,17,1,U,U
1,N,Y,B,M,21,1,U,U
1,N,Y,B,M,39,5,U,U
1,N,N,B,F,35,1,U,U
1,N,Y,B,M,28,2,U,U
1,N,Y,L,M,22,1,U,U
1,N,Y,B,F,44,1,U,U
1,N,Y,B,M,26,1,U,U
1,N,Y,B,M,24,1,U,U
1,N,Y,B,M,23,1,U,U
1,N,Y,L,M,23,2,U,U
1,N,Y,B,M,16,1,U,U
1,N,Y,B,M,20,1,U,U
1,N,Y,B,M,23,1,U,U
1,N,Y,L,M,U,2,U,U
1,N,N,L,M,38,1,U,U
1,N,Y,B,M,28,1,U,U
1,N,N,L,M,34,2,U,U
1,N,Y,L,M,24,2,U,U
1,N,Y,B,M,22,3,U,U
1,N,Y,B,M,26,1,U,U
1,N,N,L,M,28,1,U,U
1,N,Y,B,M,19,1,U,U
1,N,Y,B,M,22,1,U,U
1,N,Y,B,M,25,4,U,U
1,N,N,B,M,19,2,U,U
1,U,N,W,M,27,1,U,U
1,U,Y,B,M,29,1,U,U
1,U,N,W,M,37,1,U,U
1,U,Y,B,M,34,2,U,U
1,N,Y,B,M,33,1,U,U
1,N,Y,L,M,31,1,U,U
1,U,N,B,M,30,1,U,U
1,U,Y,L,M,28,1,U,U
1,N,Y,B,M,20,2,U,U
1,N,Y,B,M,25,3,U,U
1,U,Y,B,M,27,6,U,U
1,N,Y,B,M,N/A,1,U,U
1,U,Y,B,M,30,1,U,U
1,U,Y,B,M,24,1,U,U
1,U,N,B,M,32,1,U,U
1,U,Y,B,M,20,1,U,U
1,U,Y,L,U,U,1,U,U
1,U,Y,L,U,U,1,U,U
1,U,N,B,U,U,1,U,U
1,U,N,B,U,U,1,U,U
1,N,N,B,U,U,1,U,U
1,N,N,B,U,U,1,U,U
1,N,Y,B,U,U,1,U,U
1,N,Y,B,U,U,1,U,U
1,U,N,B,U,U,1,U,U
1,U,N,B,U,U,1,U,U
1,U,N,B,U,U,1,U,U
1,U,N,L,U,U,1,U,U
1,U,N,L,U,U,1,U,U
1,U,Y,B,U,U,3,U,U
1,U,Y,B,U,U,3,U,U
1,U,U,B,U,U,3,U,U
1,U,N,B,U,U,1,U,U
1,U,N,B,U,U,1,U,U
1,U,N,B,U,U,1,U,U
1,N,Y,B,U,U,2,U,U
1,N,N,B,U,U,2,U,U
1,F,U,U,U,U,NA,U,U
1,F,U,U,U,U,NA,U,U
1,F,U,U,U,U,NA,U,U
1,F,U,U,U,U,NA,U,U
1,F,U,U,U,U,NA,U,U
1,F,U,U,U,U,NA,U,U
1,F,U,U,U,U,NA,U,U
1,F,U,U,U,U,NA,U,U
1,F,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,N,U,U,U,U,NA,U,U
1,F,Y,L,M,32,1,U,U
1,F,N,L,M,24,2,U,U
1,F,N,W,M,23,1,U,U
1,F,Y,L,U,U,4,U,U
1,N,Y,L,U,U,4,U,U
1,F,Y,B,F,57,2,U,U
1,F,N,L,U,U,1,U,U
1,F,N,L,U,U,1,U,U
1,F,Y,L,M,31,1,U,U
1,F,N,B,M,18,1,U,U
1,F,N,L,M,22,1,U,U
1,F,N,B,M,27,1,U,U
1,F,N,L,M,45,2,U,U
1,F,N,B,M,50,1,U,U
1,F,N,B,M,48,2,U,U
1,F,Y,B,M,27,1,U,U
1,F,Y,B,M,24,1,U,U
1,F,Y,B,M,37,1,U,U
1,F,Y,B,M,14,1,U,U
1,F,Y,B,M,16,2,U,U
1,F,N,W,M,28,1,U,U
1,F,N,B,M,49,1,U,U
1,F,Y,W,M,86,1,U,U
1,F,N,B,U,U,1,U,U
1,N,N,B,U,U,1,U,U
1,F,N,B,U,U,1,U,U
1,N,N,B,U,U,1,U,U
1,F,Y,B,M,19,2,U,U
1,F,Y,W,M,22,1,U,U
1,F,N,B,U,U,1,U,U
1, F,N,B,U,U,1,U,U
1,F,N,B,M,32,2,U,U
1,F,Y,B,M,17,1,U,U
1,F,N,B,M,29,1,U,U
1,F,Y,B,M,26,6,U,U
1,F,N,L,M,22,1,U,U
1,F,N,W,M,21,3,U,U
1,F,Y,L,M,44,1,U,U
1,F,Y,W,M,43,1,U,U
1,F,Y,B,M,52,1,U,U
1,F,N,A,M,27,2,U,U
1,F,N,W,M,49,2,U,U
1,F,Y,L,M,57,4,U,U
1,F,N,B,M,29,2,U,U
1,F,N,L,M,28,3,U,U
1,F,Y,W,M,30,2,U,U
1,F,N,B,M,24,1,U,U
1,F,Y,L,M,45,4,U,U
1,F,Y,W,M,48,1,U,U
1,F,N,B,M,39,2,U,U
1,F,Y,B,M,43,3,U,U
1,F,N,B,F,23,1,U,U
1,F,N,W,M,58,1,U,U
1,F,Y,B,M,50,1,U,U
1,F,Y,B,M,48,2,U,U
1,F,Y,A,M,28,1,U,U
1,F,Y,W,M,45,2,U,U
1,F,Y,W,M,17,1,U,U
1,F,Y,B,M,38,7,U,U
1,F,Y,W,M,58,2,U,U
1,F,Y,B,M,22,1,U,U
1,F,N,B,M,28,3,U,U
1,F,N,L,M,47,3,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,F,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
1,N,NA,U,U,U,NA,U,U
